name,symbol,sector,exchange,country
20 Microns Ltd.,20MICRONS,Mining/minerals,NSE,India
360 One Wam Ltd.,360ONE,Asset Management,NSE,India
3M India Ltd.,3MINDIA,Diversified,NSE,India
3P Land Holdings Ltd.,3PLAND,Real Estate,NSE,India
3i Infotech Ltd.,3IINFOLTD,It Services & Consulting,NSE,India
5Paisa Capital Ltd.,5PAISA,Investment Banking & Brokerage Services,NSE,India
63 Moons Technologies Ltd.,63MOONS,It Services & Consulting,NSE,India
A2Z Infra Engineering Ltd.,A2ZINFRA,Construction & Engineering,NSE,India
AAA Technologies Ltd.,AAATECH,It Services & Consulting,NSE,India
ABB India Ltd.,ABB,Heavy Electrical Equipment,NSE,India
ABM International Ltd.,ABMINTLLTD,Trading & Distribution,NSE,India
ACC Ltd.,ACC,Cement,NSE,India
ADF Foods Ltd.,ADFFOODS,Food Products,NSE,India
AGI Greenpac Ltd.,AGI,Construction Supplies & Fixtures,NSE,India
AGS Transact Technologies Ltd.,AGSTRA,Credit Rating Agencies,NSE,India
AIA Engineering Ltd.,AIAENG,"Industrial Machinery, Equipment & Goods",NSE,India
AJR Infra and Tolling Ltd.,AJRINFRA,Construction & Engineering,NSE,India
AKG Exim Ltd.,AKG,Trading & Distribution,NSE,India
AMD Industries Ltd.,AMDIND,Packaging,NSE,India
AMJ Land Holdings Ltd.,AMJLAND,Real Estate,NSE,India
APL Apollo Tubes Ltd.,APLAPOLLO,Tubes & Pipes,NSE,India
ARSS Infrastructure Projects Ltd.,ARSSINFRA,Construction & Engineering,NSE,India
ART Nirman Ltd.,ARTNIRMAN,Construction & Engineering,NSE,India
ASK Automotive Ltd.,ASKAUTOLTD,Auto Ancillaries,NSE,India
AVG Logistics Ltd.,AVG,Logistics,NSE,India
AVT Natural Products Ltd.,AVTNPL,Edible Oils & Solvent Extraction,NSE,India
AXISCADES Technologies Ltd.,AXISCADES,Software Services,NSE,India
AYM Syntex Ltd.,AYMSYNTEX,Textiles,NSE,India
Aakash Exploration Services Ltd.,AAKASH,Oil & Gas - Equipment & Services,NSE,India
Aarey Drugs & Pharmaceuticals Ltd.,AAREYDRUGS,Pharmaceuticals,NSE,India
Aaron Industries Ltd.,AARON,Heavy Electrical Equipment,NSE,India
Aartech Solonics Ltd.,AARTECH,Power - Construction/equipment,NSE,India
Aarti Drugs Ltd.,AARTIDRUGS,Pharmaceuticals,NSE,India
Aarti Industries Ltd.,AARTIIND,Speciality Chemicals,NSE,India
Aarti Pharmalabs Ltd.,AARTIPHARM,Speciality Chemicals,NSE,India
Aarti Surfactants Ltd.,AARTISURF,Speciality Chemicals,NSE,India
Aarvee Denims and Exports Ltd.,AARVEEDEN,Apparels,NSE,India
Aarvi Encon Ltd.,AARVI,Employment Services,NSE,India
Aavas Financiers Ltd.,AAVAS,Housing Finance,NSE,India
Aban Offshore Ltd.,ABAN,Oil & Gas - Equipment & Services,NSE,India
Abans Holdings Ltd.,AHL,Finance & Investments,NSE,India
Abbott India Ltd.,ABBOTINDIA,Pharmaceuticals,NSE,India
Accelya Solutions India Ltd.,ACCELYA,Software Services,NSE,India
Accuracy Shipping Ltd.,ACCURACY,Logistics,NSE,India
Ace Integrated Solutions Ltd.,ACEINTEG,Credit Rating Agencies,NSE,India
Action Construction Equipment Ltd.,ACE,Engineering - Heavy,NSE,India
Adani Energy Solutions Ltd.,ADANIENSOL,Power - Generation/distribution,NSE,India
Adani Enterprises Ltd.,ADANIENT,Trading & Distribution,NSE,India
Adani Green Energy Ltd.,ADANIGREEN,Power - Generation/distribution,NSE,India
Adani Ports & Special Economic Zone Ltd.,ADANIPORTS,Shipping,NSE,India
Adani Power Ltd.,ADANIPOWER,Power - Generation/distribution,NSE,India
Adani Total Gas Ltd.,ATGL,Gas Distribution,NSE,India
Adani Wilmar Ltd.,AWL,Personal Products,NSE,India
Aditya Birla Capital Ltd.,ABCAPITAL,Finance & Investments,NSE,India
Aditya Birla Fashion and Retail Ltd.,ABFRL,Retailing,NSE,India
Aditya Birla Money Ltd.,BIRLAMONEY,Restaurants & Bars,NSE,India
Aditya Birla Sun Life AMC Ltd.,ABSLAMC,Asset Management,NSE,India
Ador Welding Ltd.,ADORWELD,"Industrial Machinery, Equipment & Goods",NSE,India
Adroit Infotech Ltd.,ADROITINFO,Entertainment Production,NSE,India
Advanced Enzyme Technologies Ltd.,ADVENZYMES,Speciality Chemicals,NSE,India
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,Hotels,NSE,India
Aegis Logistics Ltd.,AEGISCHEM,Gas Distribution,NSE,India
Aeroflex Industries Ltd.,AEROFLEX,Iron & Steel,NSE,India
Aether Industries Ltd.,AETHER,Speciality Chemicals,NSE,India
Affle (India) Ltd.,AFFLE,Advertising,NSE,India
Agarwal Industrial Corporation Ltd.,AGARIND,Petrochemicals,NSE,India
Agri-Tech (India) Ltd.,AGRITECH,Agro Products,NSE,India
Agro Phos India Ltd.,AGROPHOS,Agro Chemicals & Fertilizers,NSE,India
Agro Tech Foods Ltd.,ATFL,Edible Oils & Solvent Extraction,NSE,India
Ahlada Engineers Ltd.,AHLADA,Home Furnishing,NSE,India
Ahluwalia Contracts (India) Ltd.,AHLUCONT,Construction & Engineering,NSE,India
Airan Ltd.,AIRAN,It Services & Consulting,NSE,India
Airo Lam Ltd.,AIROLAM,Wood Products,NSE,India
Ajanta Pharma Ltd.,AJANTPHARM,Pharmaceuticals,NSE,India
Ajmera Realty & Infra India Ltd.,AJMERA,Real Estate,NSE,India
Ajooni Biotech Ltd.,AJOONI,Pharmaceuticals,NSE,India
Akash Infra-Projects Ltd.,AKASH,Construction & Engineering,NSE,India
Aki India Ltd.,AKI,Footwear,NSE,India
Aksh Optifibre Ltd.,AKSHOPTFBR,Telecomm Equipment & Infra Services,NSE,India
Akshar Spintex Ltd.,AKSHAR,Textiles,NSE,India
AksharChem (India) Ltd.,AKSHARCHEM,Dyes & Pigments,NSE,India
Akzo Nobel India Ltd.,AKZOINDIA,Paints/varnishes,NSE,India
Alankit Ltd.,ALANKIT,Finance & Investments,NSE,India
Albert David Ltd.,ALBERTDAVD,Pharmaceuticals,NSE,India
Alembic Ltd.,ALEMBICLTD,Pharmaceuticals,NSE,India
Alembic Pharmaceuticals Ltd.,APLLTD,Pharmaceuticals,NSE,India
Alicon Castalloy Ltd.,ALICON,Auto Ancillaries,NSE,India
Alkali Metals Ltd.,ALKALI,Commodity Chemicals,NSE,India
Alkem Laboratories Ltd.,ALKEM,Pharmaceuticals,NSE,India
Alkyl Amines Chemicals Ltd.,ALKYLAMINE,Speciality Chemicals,NSE,India
Allcargo Logistics Ltd.,ALLCARGO,Logistics,NSE,India
Allcargo Terminals Ltd.,ATL,Logistics,NSE,India
Allied Digital Services Ltd.,ADSL,It Services & Consulting,NSE,India
Allsec Technologies Ltd.,ALLSEC,It Services & Consulting,NSE,India
Almondz Global Securities Ltd.,ALMONDZ,Investment Banking & Brokerage Services,NSE,India
Alok Industries Ltd.,ALOKINDS,Textiles,NSE,India
Alpa Laboratories Ltd.,ALPA,Pharmaceuticals,NSE,India
Alphageo (India) Ltd.,ALPHAGEO,Oil & Gas - Equipment & Services,NSE,India
Alps Industries Ltd.,ALPSINDUS,Textiles,NSE,India
Amara Raja Energy & Mobility Ltd.,ARE&M,Batteries,NSE,India
Amber Enterprises India Ltd.,AMBER,Consumer Electronics & Appliances,NSE,India
Ambica Agarbathies & Aroma Industries Ltd.,AMBICAAGAR,Diversified,NSE,India
Ambika Cotton Mills Ltd.,AMBIKCO,Textiles,NSE,India
Ambuja Cements Ltd.,AMBUJACEM,Cement,NSE,India
Ami Organics Ltd.,AMIORG,Speciality Chemicals,NSE,India
Amrutanjan Health Care Ltd.,AMRUTANJAN,Pharmaceuticals,NSE,India
Anand Rathi Wealth Ltd.,ANANDRATHI,Finance & Investments,NSE,India
Anant Raj Ltd.,ANANTRAJ,Real Estate,NSE,India
Andhra Cements Ltd.,ACL,Cement,NSE,India
Andhra Paper Ltd.,ANDHRAPAP,Paper Products,NSE,India
Andrew Yule & Company Ltd.,ANDREWYU,Tea & Coffee,NSE,India
Angel One Ltd.,ANGELONE,Investment Banking & Brokerage Services,NSE,India
Anik Industries Ltd.,ANIKINDS,Edible Oils & Solvent Extraction,NSE,India
Anjani Portland Cement Ltd.,APCL,Cement,NSE,India
Ankit Metal & Power Ltd.,ANKITMETAL,Iron & Steel,NSE,India
Anmol India Ltd.,ANMOL,Trading & Distribution,NSE,India
Ansal Housing Ltd.,ANSALHSG,Real Estate,NSE,India
Ansal Properties & Infrastructure Ltd.,ANSALAPI,Real Estate,NSE,India
Antarctica Ltd.,ANTGRAPHIC,Packaging,NSE,India
Antony Waste Handling Cell Ltd.,AWHCL,Waste Management,NSE,India
Anupam Rasayan India Ltd.,ANURAS,Speciality Chemicals,NSE,India
Apar Industries Ltd.,APARINDS,Electrical - Equipment/components,NSE,India
Apcotex Industries Ltd.,APCOTEXIND,Plantation & Plantation Products,NSE,India
Apex Frozen Foods Ltd.,APEX,Food Products,NSE,India
Apollo Hospitals Enterprise Ltd.,APOLLOHOSP,Hospitals & Diagnostic Centres,NSE,India
Apollo Micro Systems Ltd.,APOLLO,Electronics - Equipment/components,NSE,India
Apollo Pipes Ltd.,APOLLOPIPE,Tubes & Pipes,NSE,India
Apollo Sindoori Hotels Ltd.,APOLSINHOT,Restaurants & Bars,NSE,India
Apollo Tyres Ltd.,APOLLOTYRE,Tyres & Rubber Products,NSE,India
Aptech Ltd.,APTECHT,Education Services,NSE,India
Aptus Value Housing Finance India Ltd.,APTUS,Housing Finance,NSE,India
Archean Chemical Industries Ltd.,ACI,Commodity Chemicals,NSE,India
Archidply Decor Ltd.,ADL,Wood Products,NSE,India
Archidply Industries Ltd.,ARCHIDPLY,Wood Products,NSE,India
Archies Ltd.,ARCHIES,Printing & Stationery,NSE,India
Aries Agro Ltd.,ARIES,Agro Chemicals & Fertilizers,NSE,India
Arihant Capital Markets Ltd.,ARIHANTCAP,Investment Banking & Brokerage Services,NSE,India
Arihant Foundations & Housing Ltd.,ARIHANT,Real Estate,NSE,India
Arihant Superstructures Ltd.,ARIHANTSUP,Real Estate,NSE,India
Arman Financial Services Ltd.,ARMANFIN,Nbfc,NSE,India
Aro Granite Industries Ltd.,AROGRANITE,Construction Supplies & Fixtures,NSE,India
Arrow Greentech Ltd.,ARROWGREEN,Packaging,NSE,India
Arshiya Ltd.,ARSHIYA,Logistics,NSE,India
Artemis Medicare Services Ltd.,ARTEMISMED,Hospitals & Diagnostic Centres,NSE,India
Arvee Laboratories (India) Ltd.,ARVEE,Speciality Chemicals,NSE,India
Arvind Fashions Ltd.,ARVINDFASN,Apparels,NSE,India
Arvind Ltd.,ARVINDMILL,Textiles,NSE,India
Arvind SmartSpaces Ltd.,ARVSMART,Real Estate,NSE,India
Asahi India Glass Ltd.,ASAHIINDIA,Auto Ancillaries,NSE,India
Asahi Songwon Colors Ltd.,ASAHISONG,Dyes & Pigments,NSE,India
Ashapura Minechem Ltd.,ASHAPURMIN,Mining/minerals,NSE,India
Ashiana Housing Ltd.,ASHIANA,Real Estate,NSE,India
Ashima Ltd.,ASHIMASYN,Textiles,NSE,India
Ashok Leyland Ltd.,ASHOKLEY,Auto - 4w,NSE,India
Ashoka Buildcon Ltd.,ASHOKA,Construction & Engineering,NSE,India
Ashoka Metcast Ltd.,ASHOKAMET,Real Estate,NSE,India
Asian Energy Services Ltd.,ASIANENE,Oil & Gas Exploration And Production,NSE,India
Asian Granito India Ltd.,ASIANTILES,Construction Supplies & Fixtures,NSE,India
Asian Hotels (East) Ltd.,AHLEAST,Hotels,NSE,India
Asian Hotels (North) Ltd.,ASIANHOTNR,Hotels,NSE,India
Asian Hotels (West) Ltd.,AHLWEST,Hotels,NSE,India
Asian Paints Ltd.,ASIANPAINT,Paints/varnishes,NSE,India
Aspinwall and Company Ltd.,ASPINWALL,Tea & Coffee,NSE,India
Associated Alcohols & Breweries Ltd.,ASALCBR,Breweries & Distilleries,NSE,India
Astec Lifesciences Ltd.,ASTEC,Agro Chemicals & Fertilizers,NSE,India
Aster DM Healthcare Ltd.,ASTERDM,Hospitals & Diagnostic Centres,NSE,India
Astra Microwave Products Ltd.,ASTRAMICRO,Telecomm Equipment & Infra Services,NSE,India
AstraZeneca Pharma India Ltd.,ASTRAZEN,Pharmaceuticals,NSE,India
Astral Ltd.,ASTRAL,Tubes & Pipes,NSE,India
Astron Paper & Board Mill Ltd.,ASTRON,Paper Products,NSE,India
Atal Realtech Ltd.,ATALREAL,Real Estate,NSE,India
Atam Valves Ltd.,ATAM,Construction & Engineering,NSE,India
Atlanta Ltd.,ATLANTA,Construction & Engineering,NSE,India
Atul Auto Ltd.,ATULAUTO,Auto - 2 & 3 Wheelers,NSE,India
Atul Ltd.,ATUL,Diversified Chemicals,NSE,India
Au Small Finance Bank Ltd.,AUBANK,Banks,NSE,India
Aurionpro Solutions Ltd.,AURIONPRO,It Services & Consulting,NSE,India
Aurobindo Pharma Ltd.,AUROPHARMA,Pharmaceuticals,NSE,India
Aurum Proptech Ltd.,AURUM,It Services & Consulting,NSE,India
Ausom Enterprise Ltd.,AUSOMENT,Trading & Distribution,NSE,India
Autoline Industries Ltd.,AUTOIND,Auto Ancillaries,NSE,India
Autolite (India) Ltd.,AUTOLITIND,Auto Ancillaries,NSE,India
Automotive Axles Ltd.,AUTOAXLES,Auto Ancillaries,NSE,India
Automotive Stampings and Assemblies Ltd.,ASAL,Auto Ancillaries,NSE,India
Avadh Sugar & Energy Ltd.,AVADHSUGAR,Sugar,NSE,India
Avalon Technologies Ltd.,AVALON,Electronics - Equipment/components,NSE,India
Avanti Feeds Ltd.,AVANTIFEED,Food Products,NSE,India
Avenue Supermarts Ltd.,DMART,Retailing,NSE,India
Avonmore Capital & Management Services Ltd.,AVONMORE,Finance & Investments,NSE,India
Avro India Ltd.,AVROIND,Plastic Products,NSE,India
Axis Bank Ltd.,AXISBANK,Banks,NSE,India
Axita Cotton Ltd.,AXITA,Textiles,NSE,India
B C Power Controls Ltd.,BCP,Electrical - Equipment/components,NSE,India
B L Kashyap & Sons Ltd.,BLKASHYAP,Construction & Engineering,NSE,India
B&B Triplewall Containers Ltd.,BBTCL,Packaging,NSE,India
BAG Films & Media Ltd.,BAGFILMS,Broadcasting & Entertainment,NSE,India
BASF India Ltd.,BASF,Diversified Chemicals,NSE,India
BCL Industries Ltd.,BCLIND,Edible Oils & Solvent Extraction,NSE,India
BEML Land Assets Ltd.,BLAL,Real Estate,NSE,India
BEML Ltd.,BEML,Engineering - Heavy,NSE,India
BF Investment Ltd.,BFINVEST,Finance & Investments,NSE,India
BF Utilities Ltd.,BFUTILITIE,Power - Generation/distribution,NSE,India
BGR Energy Systems Ltd.,BGRENERGY,Construction & Engineering,NSE,India
BKM Industries Ltd.,BKMINDST,Iron & Steel,NSE,India
BLB Ltd.,BLBLIMITED,Investment Banking & Brokerage Services,NSE,India
BLS International Services Ltd.,BLS,Outsourced Services,NSE,India
BPL Ltd.,BPL,Consumer Electronics & Appliances,NSE,India
BSE Ltd.,BSE,Capital Markets,NSE,India
BSL Ltd.,BSL,Textiles,NSE,India
Bafna Pharmaceuticals Ltd.,BAFNAPH,Pharmaceuticals,NSE,India
Baid Finserv Ltd.,BAIDFIN,Finance & Investments,NSE,India
Bajaj Auto Ltd.,BAJAJ-AUTO,Auto - 2 & 3 Wheelers,NSE,India
Bajaj Consumer Care Ltd.,BAJAJCON,Personal Products,NSE,India
Bajaj Electricals Ltd.,BAJAJELEC,Consumer Electronics & Appliances,NSE,India
Bajaj Finance Ltd.,BAJFINANCE,Nbfc,NSE,India
Bajaj Finserv Ltd.,BAJAJFINSV,Finance & Investments,NSE,India
Bajaj Healthcare Ltd.,BAJAJHCARE,Pharmaceuticals,NSE,India
Bajaj Hindusthan Sugar Ltd.,BAJAJHIND,Sugar,NSE,India
Bajaj Holdings & Investment Ltd.,BAJAJHLDNG,Finance & Investments,NSE,India
Bal Pharma Ltd.,BALPHARMA,Pharmaceuticals,NSE,India
Balaji Amines Ltd.,BALAMINES,Speciality Chemicals,NSE,India
Balaji Telefilms Ltd.,BALAJITELE,Broadcasting & Entertainment,NSE,India
Balaxi Pharmaceuticals Ltd.,BALAXI,Pharmaceuticals,NSE,India
Balkrishna Industries Ltd.,BALKRISIND,Tyres & Rubber Products,NSE,India
Balkrishna Paper Mills Ltd.,BALKRISHNA,Paper Products,NSE,India
Ballarpur Industries Ltd.,BALLARPUR,Paper Products,NSE,India
Balmer Lawrie & Company Ltd.,BALMLAWRIE,Diversified,NSE,India
Balrampur Chini Mills Ltd.,BALRAMCHIN,Sugar,NSE,India
Banaras Beads Ltd.,BANARBEADS,"Jewellery, Watches & Other Accessories",NSE,India
Banco Products (India) Ltd.,BANCOINDIA,Auto Ancillaries,NSE,India
Bandhan Bank Ltd.,BANDHANBNK,Banks,NSE,India
Bang Overseas Ltd.,BANG,Apparels,NSE,India
Bank of Baroda,BANKBARODA,Banks,NSE,India
Bank of India,BANKINDIA,Banks,NSE,India
Bank of Maharashtra,MAHABANK,Banks,NSE,India
Banka Bioloo Ltd.,BANKA,Waste Management,NSE,India
Bannari Amman Spinning Mills Ltd.,BASML,Textiles,NSE,India
Bannari Amman Sugars Ltd.,BANARISUG,Sugar,NSE,India
Banswara Syntex Ltd.,BANSWRAS,Textiles,NSE,India
Barak Valley Cements Ltd.,BVCL,Cement,NSE,India
Barbeque-Nation Hospitality Ltd.,BARBEQUE,Restaurants & Bars,NSE,India
Bartronics India Ltd.,ASMS,Software Services,NSE,India
Bata India Ltd.,BATAINDIA,Footwear,NSE,India
Bayer Cropscience Ltd.,BAYERCROP,Agro Chemicals & Fertilizers,NSE,India
Beardsell Ltd.,BEARDSELL,Construction Supplies & Fixtures,NSE,India
Bedmutha Industries Ltd.,BEDMUTHA,Iron & Steel,NSE,India
Berger Paints (India) Ltd.,BERGEPAINT,Paints/varnishes,NSE,India
Best Agrolife Ltd.,BESTAGRO,Agro Chemicals & Fertilizers,NSE,India
Bhageria Industries Ltd.,BHAGERIA,Dyes & Pigments,NSE,India
Bhagiradha Chemicals & Industries Ltd.,BHAGCHEM,Agro Products,NSE,India
Bhagyanagar India Ltd.,BHAGYANGR,Non Ferrous Metals,NSE,India
Bhagyanagar Properties Ltd.,BHAGYAPROP,Real Estate,NSE,India
Bhandari Hosiery Exports Ltd.,BHANDARI,Apparels,NSE,India
Bhansali Engineering Polymers Ltd.,BEPL,Commodity Chemicals,NSE,India
Bharat Bijlee Ltd.,BBL,Heavy Electrical Equipment,NSE,India
Bharat Dynamics Ltd.,BDL,Aerospace & Defense,NSE,India
Bharat Electronics Ltd.,BEL,Aerospace & Defense,NSE,India
Bharat Forge Ltd.,BHARATFORG,"Industrial Machinery, Equipment & Goods",NSE,India
Bharat Gears Ltd.,BHARATGEAR,Auto Ancillaries,NSE,India
Bharat Heavy Electricals Ltd.,BHEL,Heavy Electrical Equipment,NSE,India
Bharat Petroleum Corporation Ltd.,BPCL,Oil & Gas - Refining & Marketing,NSE,India
Bharat Rasayan Ltd.,BHARATRAS,Agro Chemicals & Fertilizers,NSE,India
Bharat Road Network Ltd.,BRNL,Construction & Engineering,NSE,India
Bharat Wire Ropes Ltd.,BHARATWIRE,Iron & Steel,NSE,India
Bharatiya Global Infomedia Ltd.,BGLOBAL,It Services & Consulting,NSE,India
Bharti Airtel Ltd.,BHARTIARTL,Telecommunications - Service,NSE,India
Bhartiya International Ltd.,BIL,Apparels,NSE,India
Bigbloc Construction Ltd.,BIGBLOC,Construction Supplies & Fixtures,NSE,India
Bikaji Foods International Ltd.,BIKAJI,Food Products,NSE,India
Binani Industries Ltd.,BINANIIND,Miscellaneous,NSE,India
Biocon Ltd.,BIOCON,Biotechnology & Medical Research,NSE,India
Biofil Chemicals & Pharmaceuticals Ltd.,BIOFILCHEM,Pharmaceuticals,NSE,India
Birla Cable Ltd.,BIRLACABLE,Telecomm Equipment & Infra Services,NSE,India
Birla Corporation Ltd.,BIRLACORPN,Cement,NSE,India
Birla Tyres Ltd.,BIRLATYRE,Tyres & Rubber Products,NSE,India
Birlasoft Ltd.,BSOFT,It Services & Consulting,NSE,India
Black Box Ltd.,BBOX,It Services & Consulting,NSE,India
Bliss GVS Pharma Ltd.,BLISSGVS,Pharmaceuticals,NSE,India
Blue Chip India Ltd.,BLUECHIP,Nbfc,NSE,India
Blue Coast Hotels Ltd.,BLUECOAST,Hotels,NSE,India
Blue Dart Express Ltd.,BLUEDART,Logistics,NSE,India
Blue Jet Healthcare Ltd.,BLUEJET,Pharmaceuticals,NSE,India
Blue Star Ltd.,BLUESTARCO,Consumer Electronics & Appliances,NSE,India
Bodal Chemicals Ltd.,BODALCHEM,Dyes & Pigments,NSE,India
Bodhi Tree Multimedia Ltd.,BTML,Entertainment Production,NSE,India
Bohra Industries Ltd.,BOHRAIND,Agro Chemicals & Fertilizers,NSE,India
Bombay Burmah Trading Corporation Ltd.,BBTC,Food Products,NSE,India
Bombay Dyeing & Manufacturing Company Ltd.,BOMDYEING,Textiles,NSE,India
Bombay Rayon Fashions Ltd.,BRFL,Apparels,NSE,India
Bombay Super Hybrid Seeds Ltd.,BSHSL,Agro Products,NSE,India
Borosil Ltd.,BOROLTD,Housewares,NSE,India
Borosil Renewables Ltd.,BORORENEW,Housewares,NSE,India
Bosch Ltd.,BOSCHLTD,Auto Ancillaries,NSE,India
Brand Concepts Ltd.,BCONCEPTS,Plastic Products,NSE,India
Brigade Enterprises Ltd.,BRIGADE,Real Estate,NSE,India
Brightcom Group Ltd.,BCG,Advertising,NSE,India
Britannia Industries Ltd.,BRITANNIA,Food Products,NSE,India
Brooks Laboratories Ltd.,BROOKS,Pharmaceuticals,NSE,India
Burnpur Cement Ltd.,BURNPUR,Cement,NSE,India
Butterfly Gandhimathi Appliances Ltd.,BUTTERFLY,Consumer Electronics & Appliances,NSE,India
C & C Constructions Ltd.,CANDC,Construction & Engineering,NSE,India
C.E. Info Systems Ltd.,MAPMYINDIA,It Services & Consulting,NSE,India
CARE Ratings Ltd.,CARERATING,Credit Rating Agencies,NSE,India
CCL Products India Ltd.,CCL,Tea & Coffee,NSE,India
CESC Ltd.,CESC,Power - Generation/distribution,NSE,India
CG Power and Industrial Solutions Ltd.,CGPOWER,Heavy Electrical Equipment,NSE,India
CIE Automotive India Ltd.,CIEINDIA,Auto Ancillaries,NSE,India
CL Educate Ltd.,CLEDUCATE,Education Services,NSE,India
CLC Industries Ltd.,SPENTEX,Textiles,NSE,India
CMI Ltd.,CMICABLES,Electrical - Equipment/components,NSE,India
CMS Info Systems Ltd.,CMSINFO,Credit Rating Agencies,NSE,India
CSB Bank Ltd.,CSBBANK,Banks,NSE,India
CSL Finance Ltd.,CSLFINANCE,Finance & Investments,NSE,India
California Software Company Ltd.,CALSOFT,It Services & Consulting,NSE,India
Cambridge Technology Enterprises Ltd.,CTE,It Services & Consulting,NSE,India
Camlin Fine Sciences Ltd.,CAMLINFINE,Speciality Chemicals,NSE,India
Campus Activewear Ltd.,CAMPUS,Footwear,NSE,India
Can Fin Homes Ltd.,CANFINHOME,Housing Finance,NSE,India
Canara Bank,CANBK,Banks,NSE,India
Cantabil Retail India Ltd.,CANTABIL,Apparels,NSE,India
Capacit'e Infraprojects Ltd.,CAPACITE,Construction & Engineering,NSE,India
Capital Trust Ltd.,CAPTRUST,Nbfc,NSE,India
Caplin Point Laboratories Ltd.,CAPLIPOINT,Pharmaceuticals,NSE,India
Capri Global Capital Ltd.,CGCL,Nbfc,NSE,India
CarTrade Tech Ltd.,CARTRADE,E-commerce & Listing,NSE,India
Carborundum Universal Ltd.,CARBORUNIV,"Industrial Machinery, Equipment & Goods",NSE,India
Career Point Ltd.,CAREERP,Education Services,NSE,India
Carysil Ltd.,CARYSIL,Construction Supplies & Fixtures,NSE,India
Castrol India Ltd.,CASTROLIND,Lubricants,NSE,India
Ceat Ltd.,CEATLTD,Tyres & Rubber Products,NSE,India
Celebrity Fashions Ltd.,CELEBRITY,Apparels,NSE,India
Cello World Ltd.,CELLO,Plastic Products,NSE,India
Central Bank of India,CENTRALBK,Banks,NSE,India
Central Depository Services (India) Ltd.,CDSL,Capital Markets,NSE,India
Centrum Capital Ltd.,CENTRUM,Finance & Investments,NSE,India
Centum Electronics Ltd.,CENTUM,Electronics - Equipment/components,NSE,India
Century Enka Ltd.,CENTENKA,Textiles,NSE,India
Century Extrusions Ltd.,CENTEXT,Non Ferrous Metals,NSE,India
Century Plyboards (India) Ltd.,CENTURYPLY,Wood Products,NSE,India
Century Textiles & Industries Ltd.,CENTURYTEX,Paper Products,NSE,India
Cera Sanitaryware Ltd.,CERA,Construction Supplies & Fixtures,NSE,India
Cerebra Integrated Technologies Ltd.,CEREBRAINT,Technology Hardware,NSE,India
Chalet Hotels Ltd.,CHALET,Hotels,NSE,India
Chaman Lal Setia Exports Ltd.,CLSEL,Food Products,NSE,India
Chambal Fertilisers & Chemicals Ltd.,CHAMBLFERT,Agro Chemicals & Fertilizers,NSE,India
Chembond Chemicals Ltd.,CHEMBOND,Speciality Chemicals,NSE,India
Chemcon Speciality Chemicals Ltd.,CHEMCON,Speciality Chemicals,NSE,India
Chemfab Alkalis Ltd.,CHEMFAB,Commodity Chemicals,NSE,India
Chemplast Sanmar Ltd.,CHEMPLASTS,Petrochemicals,NSE,India
Chennai Petroleum Corporation Ltd.,CHENNPETRO,Oil & Gas - Refining & Marketing,NSE,India
Cheviot Company Ltd.,CHEVIOT,Textiles,NSE,India
Choice International Ltd.,CHOICEIN,Finance & Investments,NSE,India
Cholamandalam Financial Holdings Ltd.,CHOLAHLDNG,Finance & Investments,NSE,India
Cholamandalam Investment & Finance Company Ltd.,CHOLAFIN,Nbfc,NSE,India
Cigniti Technologies Ltd.,CIGNITITEC,It Services & Consulting,NSE,India
Cineline India Ltd.,CINELINE,Entertainment Production,NSE,India
Cinevista Ltd.,CINEVISTA,Broadcasting & Entertainment,NSE,India
Cipla Ltd.,CIPLA,Pharmaceuticals,NSE,India
City Union Bank Ltd.,CUB,Banks,NSE,India
Clean Science & Technology Ltd.,CLEAN,Speciality Chemicals,NSE,India
Coal India Ltd.,COALINDIA,Mining/minerals,NSE,India
Coastal Corporation Ltd.,COASTCORP,Food Products,NSE,India
Cochin Shipyard Ltd.,COCHINSHIP,Shipbuilding & Maintenance,NSE,India
Coffee Day Enterprises Ltd.,COFFEEDAY,Restaurants & Bars,NSE,India
Coforge Ltd.,COFORGE,It Services & Consulting,NSE,India
Colgate-Palmolive (India) Ltd.,COLPAL,Personal Products,NSE,India
Compuage Infocom Ltd.,COMPINFO,Technology Hardware,NSE,India
Compucom Software Ltd.,COMPUSOFT,It Training Services,NSE,India
Computer Age Management Services Ltd.,CAMS,Capital Markets,NSE,India
Concord Biotech Ltd.,CONCORDBIO,Pharmaceuticals,NSE,India
Confidence Petroleum India Ltd.,CONFIPET,Oil & Gas - Refining & Marketing,NSE,India
Consolidated Construction Consortium Ltd.,CCCL,Construction & Engineering,NSE,India
Consolidated Finvest & Holdings Ltd.,CONSOFINVT,Asset Management,NSE,India
Container Corporation of India Ltd.,CONCOR,Logistics,NSE,India
Control Print Ltd.,CONTROLPR,Electronics - Equipment/components,NSE,India
Coral India Finance and Housing Ltd.,CORALFINAC,Housing Finance,NSE,India
Cords Cable Industries Ltd.,CORDSCABLE,Electrical - Equipment/components,NSE,India
Coromandel International Ltd.,COROMANDEL,Agro Chemicals & Fertilizers,NSE,India
Cosmo First Ltd.,COSMOFIRST,Packaging,NSE,India
Country Club Hospitality & Holidays Ltd.,CCHHL,Hotels,NSE,India
Country Condo's Ltd.,COUNCODOS,Real Estate,NSE,India
