name,symbol,sector,exchange,country
Rico Auto Industries Ltd.,RICOAUTO,Auto Ancillaries,NSE,India
Rishabh Instruments Ltd.,RISHABH,Electrical - Equipment/components,NSE,India
Ritco Logistics Ltd.,RITCO,Logistics,NSE,India
Rites Ltd.,RITES,Outsourced Services,NSE,India
Robust Hotels Ltd.,RHL,Hotels,NSE,India
Rohit Ferro-Tech Ltd.,ROHITFERRO,Mining/minerals,NSE,India
Rolex Rings Ltd.,ROLEXRINGS,"Industrial Machinery, Equipment & Goods",NSE,India
Rollatainers Ltd.,ROLLT,Packaging,NSE,India
Rolta India Ltd.,ROLTA,It Services & Consulting,NSE,India
Rossari Biotech Ltd.,ROSSARI,Speciality Chemicals,NSE,India
Rossell India Ltd.,ROSSELLIND,Tea & Coffee,NSE,India
Roto Pumps Ltd.,ROTO,Pumps,NSE,India
Route Mobile Ltd.,ROUTE,Software Services,NSE,India
Royal Orchid Hotels Ltd.,ROHLTD,Hotels,NSE,India
Ruby Mills Ltd.,RUBYMILLS,Textiles,NSE,India
Ruchi Infrastructure Ltd.,RUCHINFRA,Agro Products,NSE,India
Ruchira Papers Ltd.,RUCHIRA,Paper Products,NSE,India
Rudrabhishek Enterprises Ltd.,REPL,Real Estate,NSE,India
Rupa & Company Ltd.,RUPA,Apparels,NSE,India
Rushil Decor Ltd.,RUSHIL,Wood Products,NSE,India
S & S Power Switchgear Ltd.,S&SPOWER,Electrical - Equipment/components,NSE,India
S Chand & Company Ltd.,SCHAND,Education Services,NSE,India
S H Kelkar & Company Ltd.,SHK,Speciality Chemicals,NSE,India
S P Apparels Ltd.,SPAL,Apparels,NSE,India
SAB Events & Governance Now Media Ltd.,SABEVENTS,Publishing,NSE,India
SAL Steel Ltd.,SALSTEEL,Iron & Steel,NSE,India
SBC Exports Ltd.,SBC,Apparels,NSE,India
SBFC Finance Ltd.,SBFC,Finance & Investments,NSE,India
SBI Cards and Payment Services Ltd.,SBICARD,Nbfc,NSE,India
SBI Life Insurance Company Ltd.,SBILIFE,Life Insurance,NSE,India
SEL Manufacturing Company Ltd.,SELMC,Textiles,NSE,India
SEPC Ltd.,SEPC,Construction & Engineering,NSE,India
SIL Investments Ltd.,SILINV,Finance & Investments,NSE,India
SIS Ltd.,SIS,Credit Rating Agencies,NSE,India
SITI Networks Ltd.,SITINET,Entertainment Production,NSE,India
SJS Enterprises Ltd.,SJS,Construction & Engineering,NSE,India
SJVN Ltd.,SJVN,Power - Generation/distribution,NSE,India
SKF India Ltd.,SKFINDIA,"Industrial Machinery, Equipment & Goods",NSE,India
SKIL Infrastructure Ltd.,SKIL,Real Estate,NSE,India
SKM Egg Products Export (India) Ltd.,SKMEGGPROD,Food Products,NSE,India
SMC Global Securities Ltd.,SMCGLOBAL,Finance & Investments,NSE,India
SML Isuzu Ltd.,SMLISUZU,Auto - 4w,NSE,India
SMS Lifesciences India Ltd.,SMSLIFE,Pharmaceuticals,NSE,India
SMS Pharmaceuticals Ltd.,SMSPHARMA,Pharmaceuticals,NSE,India
SORIL Infra Resources Ltd.,SORILINFRA,Retailing,NSE,India
SPL Industries Ltd.,SPLIL,Apparels,NSE,India
SPML Infra Ltd.,SPMLINFRA,Real Estate,NSE,India
SREI Infrastructure Finance Ltd.,SREINFRA,Nbfc,NSE,India
SRF Ltd.,SRF,Diversified,NSE,India
SRG Housing Finance Ltd.,SRGHFL,Housing Finance,NSE,India
STEL Holdings Ltd.,STEL,Finance & Investments,NSE,India
STL Global Ltd.,SGL,Textiles,NSE,India
SVP Global Textiles Ltd.,SVPGLOB,Textiles,NSE,India
Sadbhav Engineering Ltd.,SADBHAV,Construction & Engineering,NSE,India
Sadbhav Infrastructure Project Ltd.,SADBHIN,Construction & Engineering,NSE,India
Sadhana Nitro Chem Ltd.,SADHNANIQ,Dyes & Pigments,NSE,India
Safari Industries (India) Ltd.,SAFARI,"Jewellery, Watches & Other Accessories",NSE,India
Sagar Cements Ltd.,SAGCEM,Cement,NSE,India
Sagardeep Alloys Ltd.,SAGARDEEP,Non Ferrous Metals,NSE,India
Sah Polymers Ltd.,SAH,Petrochemicals,NSE,India
Sahyadri Industries Ltd.,SAHYADRI,Cement,NSE,India
Sai Silks (Kalamandir) Ltd.,KALAMANDIR,Apparels,NSE,India
Sakar Healthcare Ltd.,SAKAR,Pharmaceuticals,NSE,India
Saksoft Ltd.,SAKSOFT,It Services & Consulting,NSE,India
Sakthi Sugars Ltd.,SAKHTISUG,Sugar,NSE,India
Sakuma Exports Ltd.,SAKUMA,Trading & Distribution,NSE,India
Salasar Exteriors and Contour Ltd.,SECL,Real Estate,NSE,India
Salasar Techno Engineering Ltd.,SALASAR,Iron & Steel,NSE,India
Salona Cotspin Ltd.,SALONA,Textiles,NSE,India
Salzer Electronics Ltd.,SALZERELEC,Electrical - Equipment/components,NSE,India
Sambhaav Media Ltd.,SAMBHAAV,Publishing,NSE,India
Samhi Hotels Ltd.,SAMHI,Hotels,NSE,India
Sampann Utpadan India Ltd.,SAMPANN,Power - Generation/distribution,NSE,India
Samvardhana Motherson International Ltd.,MOTHERSON,Auto Ancillaries,NSE,India
Sanco Industries Ltd.,SANCO,Tubes & Pipes,NSE,India
Sandesh Ltd.,SANDESH,Publishing,NSE,India
Sandhar Technologies Ltd.,SANDHAR,Auto Ancillaries,NSE,India
Sandur Manganese & Iron Ores Ltd.,SANDUMA,Mining/minerals,NSE,India
Sangam (India) Ltd.,SANGAMIND,Textiles,NSE,India
Sanghi Industries Ltd.,SANGHIIND,Cement,NSE,India
Sanghvi Movers Ltd.,SANGHVIMOV,"Industrial Machinery, Equipment & Goods",NSE,India
Sanginita Chemicals Ltd.,SANGINITA,Commodity Chemicals,NSE,India
Sanofi India Ltd.,SANOFI,Pharmaceuticals,NSE,India
Sansera Engineering Ltd.,SANSERA,Construction & Engineering,NSE,India
Sanwaria Consumer Ltd.,SANWARIA,Edible Oils & Solvent Extraction,NSE,India
Sapphire Foods India Ltd.,SAPPHIRE,Food Products,NSE,India
Sarda Energy & Minerals Ltd.,SARDAEN,Iron & Steel,NSE,India
Saregama India Ltd.,SAREGAMA,Broadcasting & Entertainment,NSE,India
Sarla Performance Fibers Ltd.,SARLAPOLY,Textiles,NSE,India
Sarthak Metals Ltd.,SMLT,Iron & Steel,NSE,India
Sarveshwar Foods Ltd.,SARVESHWAR,Food Products,NSE,India
Sasken Technologies Ltd.,SASKEN,Software Services,NSE,India
Sastasundar Ventures Ltd.,SASTASUNDR,Pharmaceuticals,NSE,India
Sat Industries Ltd.,SATINDLTD,Trading & Distribution,NSE,India
Sathavahana Ispat Ltd.,SATHAISPAT,Iron & Steel,NSE,India
Satia Industries Ltd.,SATIA,Paper Products,NSE,India
Satin Creditcare Network Ltd.,SATIN,Nbfc,NSE,India
Savita Oil Technologies Ltd.,SOTL,Petrochemicals,NSE,India
Schaeffler India Ltd.,SCHAEFFLER,"Industrial Machinery, Equipment & Goods",NSE,India
Schneider Electric Infrastructure Ltd.,SCHNEIDER,Heavy Electrical Equipment,NSE,India
Seamec Ltd.,SEAMECLTD,Shipping,NSE,India
SecMark Consultancy Ltd.,SECMARK,It Services & Consulting,NSE,India
SecUR Credentials Ltd.,SECURCRED,Credit Rating Agencies,NSE,India
Securekloud Technologies Ltd.,SECURKLOUD,It Services & Consulting,NSE,India
Sejal Glass Ltd.,SEJALLTD,Glass Products,NSE,India
Selan Exploration Technology Ltd.,SELAN,Oil & Gas Exploration And Production,NSE,India
Semac Consultants Ltd.,SEMAC,"Industrial Machinery, Equipment & Goods",NSE,India
Senco Gold Ltd.,SENCO,"Jewellery, Watches & Other Accessories",NSE,India
Sequent Scientific Ltd.,SEQUENT,Pharmaceuticals,NSE,India
Servotech Power Systems Ltd.,SERVOTECH,Electrical - Equipment/components,NSE,India
Seshasayee Paper & Boards Ltd.,SESHAPAPER,Paper Products,NSE,India
Setco Automotive Ltd.,SETCO,Auto Ancillaries,NSE,India
Setubandhan Infrastructure Ltd.,SETUINFRA,Construction & Engineering,NSE,India
Seya Industries Ltd.,SEYAIND,Speciality Chemicals,NSE,India
Shah Alloys Ltd.,SHAHALLOYS,Iron & Steel,NSE,India
Shah Metacorp Ltd.,SHAH,Iron & Steel,NSE,India
Shaily Engineering Plastics Ltd.,SHAILY,Plastic Products,NSE,India
Shakti Pumps (India) Ltd.,SHAKTIPUMP,Pumps,NSE,India
Shalby Ltd.,SHALBY,Hospitals & Diagnostic Centres,NSE,India
Shalimar Paints Ltd.,SHALPAINTS,Paints/varnishes,NSE,India
Shankara Building Products Ltd.,SHANKARA,Retailing,NSE,India
Shanthi Gears Ltd.,SHANTIGEAR,Auto Ancillaries,NSE,India
Shanti Overseas (India) Ltd.,SHANTI,Edible Oils & Solvent Extraction,NSE,India
Sharda Cropchem Ltd.,SHARDACROP,Agro Chemicals & Fertilizers,NSE,India
Sharda Motor Industries Ltd.,SHARDAMOTR,Auto Ancillaries,NSE,India
Share India Securities Ltd.,SHAREINDIA,Investment Banking & Brokerage Services,NSE,India
Sheela Foam Ltd.,SFL,Home Furnishing,NSE,India
Sheetal Cool Products Ltd.,SCPL,Food Products,NSE,India
Shekhawati Poly Yarn Ltd.,SPYL,Textiles,NSE,India
Shemaroo Entertainment Ltd.,SHEMAROO,Broadcasting & Entertainment,NSE,India
Shilpa Medicare Ltd.,SHILPAMED,Pharmaceuticals,NSE,India
Shipping Corporation of India Ltd.,SCI,Shipping,NSE,India
Shiva Mills Ltd.,SHIVAMILLS,Textiles,NSE,India
Shiva Texyarn Ltd.,SHIVATEX,Textiles,NSE,India
Shivalik Bimetal Controls Ltd.,SBCL,Iron & Steel,NSE,India
Shivalik Rasayan Ltd.,SHIVALIK,Agro Products,NSE,India
Shivam Autotech Ltd.,SHIVAMAUTO,Auto Ancillaries,NSE,India
Shoppers Stop Ltd.,SHOPERSTOP,Retailing,NSE,India
Shradha Infraprojects Ltd.,SHRADHA,Construction & Engineering,NSE,India
Shree Cements Ltd.,SHREECEM,Cement,NSE,India
Shree Digvijay Cement Company Ltd.,SHREDIGCEM,Cement,NSE,India
Shree Pushkar Chemicals & Fertilisers Ltd.,SHREEPUSHK,Dyes & Pigments,NSE,India
Shree Ram Proteins Ltd.,SRPL,Edible Oils & Solvent Extraction,NSE,India
Shree Rama Multi-Tech Ltd.,SHREERAMA,Packaging,NSE,India
Shree Rama Newsprint Ltd.,RAMANEWS,Paper Products,NSE,India
Shree Renuka Sugars Ltd.,RENUKA,Sugar,NSE,India
Shree Vasu Logistics Ltd.,SVLL,Logistics,NSE,India
Shreeoswal Seeds and Chemicals Ltd.,OSWALSEEDS,Biotechnology & Medical Research,NSE,India
Shrenik Ltd.,SHRENIK,Paper Products,NSE,India
Shreyans Industries Ltd.,SHREYANIND,Paper Products,NSE,India
Shreyas Shipping & Logistics Ltd.,SHREYAS,Shipping,NSE,India
Shriram City Union Finance Ltd.,SHRIRAMCIT,Nbfc,NSE,India
Shriram Finance Ltd.,SHRIRAMFIN,Nbfc,NSE,India
Shriram Pistons & Rings Ltd.,SHRIPISTON,Auto Ancillaries,NSE,India
Shriram Properties Ltd.,SHRIRAMPPS,Real Estate,NSE,India
Shyam Century Ferrous Ltd.,SHYAMCENT,Mining/minerals,NSE,India
Shyam Metalics and Energy Ltd.,SHYAMMETL,Iron & Steel,NSE,India
Shyam Telecom Ltd.,SHYAMTEL,Telecomm Equipment & Infra Services,NSE,India
Sical Logistics Ltd.,SICALLOG,Logistics,NSE,India
Siemens Ltd.,SIEMENS,Diversified,NSE,India
Sigachi Industries Ltd.,SIGACHI,Speciality Chemicals,NSE,India
Sigma Solve Ltd.,SIGMA,It Services & Consulting,NSE,India
Signet Industries Ltd.,SIGIND,Plastic Products,NSE,India
Sikko Industries Ltd.,SIKKO,Agro Chemicals & Fertilizers,NSE,India
Silgo Retail Ltd.,SILGO,"Jewellery, Watches & Other Accessories",NSE,India
Silly Monks Entertainment Ltd.,SILLYMONKS,Advertising,NSE,India
Silver Touch Technologies Ltd.,SILVERTUC,It Services & Consulting,NSE,India
Simbhaoli Sugars Ltd.,SIMBHALS,Sugar,NSE,India
Simplex Infrastructures Ltd.,SIMPLEXINF,Construction & Engineering,NSE,India
Sindhu Trade Links Ltd.,SINDHUTRAD,Finance & Investments,NSE,India
Sintercom India Ltd.,SINTERCOM,Auto Ancillaries,NSE,India
Sintex Industries Ltd.,SINTEX,Textiles,NSE,India
Sintex Plastics Technology Ltd.,SPTL,Plastic Products,NSE,India
Sirca Paints India Ltd.,SIRCA,Paints/varnishes,NSE,India
Siyaram Silk Mills Ltd.,SIYSIL,Textiles,NSE,India
Skipper Ltd.,SKIPPER,Power - Construction/equipment,NSE,India
Sky Gold Ltd.,SKYGOLD,"Jewellery, Watches & Other Accessories",NSE,India
Smartlink Holdings Ltd.,SMARTLINK,Technology Hardware,NSE,India
Snowman Logistics Ltd.,SNOWMAN,Logistics,NSE,India
Sobha Ltd.,SOBHA,Real Estate,NSE,India
SoftTech Engineers Ltd.,SOFTTECH,It Services & Consulting,NSE,India
Solar Industries India Ltd.,SOLARINDS,Commodity Chemicals,NSE,India
Solara Active Pharma Sciences Ltd.,SOLARA,Pharmaceuticals,NSE,India
Som Distilleries & Breweries Ltd.,SDBL,Breweries & Distilleries,NSE,India
Soma Textiles & Industries Ltd.,SOMATEX,Textiles,NSE,India
Somany Ceramics Ltd.,SOMANYCERA,Construction Supplies & Fixtures,NSE,India
Somi Conveyor Beltings Ltd.,SOMICONVEY,"Industrial Machinery, Equipment & Goods",NSE,India
Sona BLW Precision Forgings Ltd.,SONACOMS,Auto Ancillaries,NSE,India
Sonam Clock Ltd.,SONAMLTD,Consumer Electronics & Appliances,NSE,India
Sonata Software Ltd.,SONATSOFTW,It Services & Consulting,NSE,India
South Indian Bank Ltd.,SOUTHBANK,Banks,NSE,India
South West Pinnacle Exploration Ltd.,SOUTHWEST,Mining/minerals,NSE,India
Southern Petrochemicals Industries Corporation Ltd.,SPIC,Agro Chemicals & Fertilizers,NSE,India
Spacenet Enterprises India Ltd.,SPCENET,It Services & Consulting,NSE,India
Spandana Sphoorty Financial Ltd.,SPANDANA,Nbfc,NSE,India
Speciality Restaurants Ltd.,SPECIALITY,Restaurants & Bars,NSE,India
Spencers Retail Ltd.,SPENCERS,Retailing,NSE,India
Spicejet Ltd.,SPICEJET,Airlines,NSE,India
Sportking India Ltd.,SPORTKING,Textiles,NSE,India
Sree Rayalaseema Hi-Strength Hypo Ltd.,SRHHYPOLTD,Commodity Chemicals,NSE,India
Sreeleathers Ltd.,SREEL,Footwear,NSE,India
Sri Adhikari Brothers Television Network Ltd.,SABTN,Broadcasting & Entertainment,NSE,India
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,Gas Distribution,NSE,India
Srikalahasthi Pipes Ltd.,SRIPIPES,Tubes & Pipes,NSE,India
Standard Industries Ltd.,SIL,Textiles,NSE,India
Star Cement Ltd.,STARCEMENT,Cement,NSE,India
Star Health and Allied Insurance Company Ltd.,STARHEALTH,General Insurance,NSE,India
Star Paper Mills Ltd.,STARPAPER,Paper Products,NSE,India
Starteck Finance Ltd.,STARTECK,Finance & Investments,NSE,India
State Bank of India,SBIN,Banks,NSE,India
State Trading Corporation Of India Ltd.,STCINDIA,Trading & Distribution,NSE,India
Steel Authority of India (SAIL) Ltd.,SAIL,Iron & Steel,NSE,India
Steel Cast Ltd.,STEELCAS,"Industrial Machinery, Equipment & Goods",NSE,India
Steel City Securities Ltd.,STEELCITY,Investment Banking & Brokerage Services,NSE,India
Steel Exchange India Ltd.,STEELXIND,Iron & Steel,NSE,India
Steel Strips Wheels Ltd.,SSWL,Auto Ancillaries,NSE,India
Sterling Tools Ltd.,STERTOOLS,"Industrial Machinery, Equipment & Goods",NSE,India
Sterling and Wilson Renewable Energy Ltd.,SWSOLAR,Power - Construction/equipment,NSE,India
Sterlite Technologies Ltd.,STLTECH,Telecomm Equipment & Infra Services,NSE,India
Stove Kraft Ltd.,STOVEKRAFT,Consumer Electronics & Appliances,NSE,India
Strides Pharma Science Ltd.,STAR,Pharmaceuticals,NSE,India
Stylam Industries Ltd.,STYLAMIND,Wood Products,NSE,India
Styrenix Performance Materials Ltd.,STYRENIX,Petrochemicals,NSE,India
Subex Ltd.,SUBEXLTD,Software Services,NSE,India
Subros Ltd.,SUBROS,Auto Ancillaries,NSE,India
Sudarshan Chemical Industries Ltd.,SUDARSCHEM,Dyes & Pigments,NSE,India
Sukhjit Starch & Chemicals Ltd.,SUKHJITS,Food Products,NSE,India
Sula Vineyards Ltd.,SULA,Breweries & Distilleries,NSE,India
Sumeet Industries Ltd.,SUMEETINDS,Textiles,NSE,India
Sumit Woods Ltd.,SUMIT,Real Estate,NSE,India
Sumitomo Chemical India Ltd.,SUMICHEM,Agro Chemicals & Fertilizers,NSE,India
Summit Securities Ltd.,SUMMITSEC,Finance & Investments,NSE,India
Sun Pharma Advanced Research Company Ltd.,SPARC,Pharmaceuticals,NSE,India
Sun Pharmaceutical Industries Ltd.,SUNPHARMA,Pharmaceuticals,NSE,India
Sun TV Network Ltd.,SUNTV,Broadcasting & Entertainment,NSE,India
Sundaram Brake Lining Ltd.,SUNDRMBRAK,Auto Ancillaries,NSE,India
Sundaram Finance Holdings Ltd.,SUNDARMHLD,Nbfc,NSE,India
Sundaram Finance Ltd.,SUNDARMFIN,Nbfc,NSE,India
Sundaram Multi Pap Ltd.,SUNDARAM,Printing & Stationery,NSE,India
Sundram Fasteners Ltd.,SUNDRMFAST,Auto Ancillaries,NSE,India
Sunflag Iron & Steel Company Ltd.,SUNFLAG,Iron & Steel,NSE,India
Sunteck Realty Ltd.,SUNTECK,Real Estate,NSE,India
Super Spinning Mills Ltd.,SUPERSPIN,Textiles,NSE,India
Superhouse Ltd.,SUPERHOUSE,Footwear,NSE,India
Suprajit Engineering Ltd.,SUPRAJIT,Auto Ancillaries,NSE,India
Supreme Engineering Ltd.,SUPREMEENG,Iron & Steel,NSE,India
Supreme Industries Ltd.,SUPREMEIND,Tubes & Pipes,NSE,India
Supreme Infrastructure India Ltd.,SUPREMEINF,Construction & Engineering,NSE,India
Supreme Petrochem Ltd.,SPLPETRO,Petrochemicals,NSE,India
Supriya Lifescience Ltd.,SUPRIYA,Pharmaceuticals,NSE,India
Surana Solar Ltd.,SURANASOL,Electrical - Equipment/components,NSE,India
Surana Telecom and Power Ltd.,SURANAT&P,Telecomm Equipment & Infra Services,NSE,India
Suratwwala Business Group Ltd.,SBGLP,Real Estate,NSE,India
Surya Roshni Ltd.,SURYAROSNI,Tubes & Pipes,NSE,India
Suryalakshmi Cotton Mills Ltd.,SURYALAXMI,Textiles,NSE,India
Suryoday Small Finance Bank Ltd.,SURYODAY,Banks,NSE,India
Sutlej Textiles & Industries Ltd.,SUTLEJTEX,Textiles,NSE,India
Suven Life Sciences Ltd.,SUVEN,Pharmaceuticals,NSE,India
Suven Pharmaceuticals Ltd.,SUVENPHAR,Pharmaceuticals,NSE,India
Suvidhaa Infoserve Ltd.,SUVIDHAA,Finance & Investments,NSE,India
Suzlon Energy Ltd.,SUZLON,Heavy Electrical Equipment,NSE,India
Swan Energy Ltd.,SWANENERGY,Textiles,NSE,India
Swaraj Engines Ltd.,SWARAJENG,Auto Ancillaries,NSE,India
Swelect Energy Systems Ltd.,SWELECTES,Electrical - Equipment/components,NSE,India
Symphony Ltd.,SYMPHONY,Consumer Electronics & Appliances,NSE,India
Syncom Formulation (India) Ltd.,SYNCOMF,Pharmaceuticals,NSE,India
Synergy Green Industries Ltd.,SGIL,"Industrial Machinery, Equipment & Goods",NSE,India
Syngene International Ltd.,SYNGENE,Pharmaceuticals,NSE,India
Syrma SGS Technology Ltd.,SYRMA,Electronics - Equipment/components,NSE,India
T T Ltd.,TTL,Textiles,NSE,India
TARC Ltd.,TARC,Real Estate,NSE,India
TCI Developers Ltd.,TCIDEVELOP,Real Estate,NSE,India
TCI Express Ltd.,TCIEXP,Logistics,NSE,India
TCI Finance Ltd.,TCIFINANCE,Nbfc,NSE,India
TCNS Clothing Co. Ltd.,TCNSBRANDS,Apparels,NSE,India
TCPL Packaging Ltd.,TCPLPACK,Packaging,NSE,India
TD Power Systems Ltd.,TDPOWERSYS,Heavy Electrical Equipment,NSE,India
TECIL Chemicals & Hydro Power Ltd.,TECILCHEM,Commodity Chemicals,NSE,India
TGB Banquets and Hotels Ltd.,TGBHOTELS,Hotels,NSE,India
TIL Ltd.,TIL,Engineering - Heavy,NSE,India
TPL Plastech Ltd.,TPLPLASTEH,Plastic Products,NSE,India
TRF Ltd.,TRF,"Industrial Machinery, Equipment & Goods",NSE,India
TTK Healthcare Ltd.,TTKHLTCARE,Pharmaceuticals,NSE,India
TTK Prestige Ltd.,TTKPRESTIG,Consumer Electronics & Appliances,NSE,India
TV Today Network Ltd.,TVTODAY,Broadcasting & Entertainment,NSE,India
TV Vision Ltd.,TVVISION,Broadcasting & Entertainment,NSE,India
TV18 Broadcast Ltd.,TV18BRDCST,Broadcasting & Entertainment,NSE,India
TVS Electronics Ltd.,TVSELECT,Technology Hardware,NSE,India
TVS Holdings Ltd.,TVSHLTD,Auto Ancillaries,NSE,India
TVS Motor Company Ltd.,TVSMOTOR,Auto - 2 & 3 Wheelers,NSE,India
TVS Srichakra Ltd.,TVSSRICHAK,Tyres & Rubber Products,NSE,India
TVS Supply Chain Solutions Ltd.,TVSSCS,Logistics,NSE,India
Tainwala Chemicals & Plastics (India) Ltd.,TAINWALCHM,Plastic Products,NSE,India
Taj GVK Hotels & Resorts Ltd.,TAJGVK,Hotels,NSE,India
Take Solutions Ltd.,TAKE,Biotechnology & Medical Research,NSE,India
Talbros Automotive Components Ltd.,TALBROAUTO,Auto Ancillaries,NSE,India
Tamil Nadu Newsprint And Papers Ltd.,TNPL,Paper Products,NSE,India
Tamilnad Mercantile Bank Ltd.,TMB,Banks,NSE,India
Tamilnadu Petroproducts Ltd.,TNPETRO,Commodity Chemicals,NSE,India
Tamilnadu Telecommunications Ltd.,TNTELE,Telecomm Equipment & Infra Services,NSE,India
Tanla Platforms Ltd.,TANLA,Software Services,NSE,India
Tantia Constructions Ltd.,TCLCONS,Construction & Engineering,NSE,India
Tarapur Transformers Ltd.,TARAPUR,Heavy Electrical Equipment,NSE,India
Tarmat Ltd.,TARMAT,Construction & Engineering,NSE,India
Tarsons Products Ltd.,TARSONS,Health Services And Equipment,NSE,India
Tasty Bite Eatables Ltd.,TASTYBITE,Food Products,NSE,India
Tata Chemicals Ltd.,TATACHEM,Diversified Chemicals,NSE,India
Tata Coffee Ltd.,TATACOFFEE,Tea & Coffee,NSE,India
Tata Communications Ltd.,TATACOMM,Telecommunications - Service,NSE,India
Tata Consultancy Services Ltd.,TCS,It Services & Consulting,NSE,India
Tata Consumer Products Ltd.,TATACONSUM,Food Products,NSE,India
Tata Elxsi Ltd.,TATAELXSI,Software Services,NSE,India
Tata Investment Corporation Ltd.,TATAINVEST,Finance & Investments,NSE,India
Tata Metaliks Ltd.,TATAMETALI,Iron & Steel,NSE,India
Tata Motors Ltd.,TATAMOTORS,Auto - 4w,NSE,India
Tata Power Company Ltd.,TATAPOWER,Power - Generation/distribution,NSE,India
Tata Steel BSL Ltd.,BHUSANSTL,Iron & Steel,NSE,India
Tata Steel Long Products Ltd.,TATASTLLP,Iron & Steel,NSE,India
Tata Steel Ltd.,TATASTEEL,Iron & Steel,NSE,India
Tata Teleservices (Maharashtra) Ltd.,TTML,Telecommunications - Service,NSE,India
Tatva Chintan Pharma Chem Ltd.,TATVA,Speciality Chemicals,NSE,India
TeamLease Services Ltd.,TEAMLEASE,Employment Services,NSE,India
Tech Mahindra Ltd.,TECHM,It Services & Consulting,NSE,India
Techindia Nirman Ltd.,TECHIN,Real Estate,NSE,India
Techno Electric & Engineering Company Ltd.,TECHNOE,Construction & Engineering,NSE,India
Technocraft Industries (India) Ltd.,TIIL,Diversified,NSE,India
Tega Industries Ltd.,TEGA,"Industrial Machinery, Equipment & Goods",NSE,India
Tejas Networks Ltd.,TEJASNET,Telecomm Equipment & Infra Services,NSE,India
Tembo Global Industries Ltd.,TEMBO,Iron & Steel,NSE,India
Tera Software Ltd.,TERASOFT,It Services & Consulting,NSE,India
Texmaco Infrastructure & Holdings Ltd.,TEXINFRA,Real Estate,NSE,India
Texmaco Rail & Engineering Ltd.,TEXRAIL,Engineering - Heavy,NSE,India
Texmo Pipes & Products Ltd.,TEXMOPIPES,Plastic Products,NSE,India
Thangamayil Jewellery Ltd.,THANGAMAYL,"Jewellery, Watches & Other Accessories",NSE,India
The Andhra Sugars Ltd.,ANDHRSUGAR,Commodity Chemicals,NSE,India
The Anup Engineering Ltd.,ANUP,Construction & Engineering,NSE,India
The Byke Hospitality Ltd.,BYKE,Hotels,NSE,India
The Fertilisers and Chemicals Travancore Ltd.,FACT,Agro Chemicals & Fertilizers,NSE,India
The Grob Tea Company Ltd.,GROBTEA,Tea & Coffee,NSE,India
The Hi-Tech Gears Ltd.,HITECHGEAR,Auto Ancillaries,NSE,India
The Indian Card Clothing Company Ltd.,INDIANCARD,"Industrial Machinery, Equipment & Goods",NSE,India
The Investment Trust of India Ltd.,THEINVEST,Investment Banking & Brokerage Services,NSE,India
The New India Assurance Company Ltd.,NIACL,General Insurance,NSE,India
The Orissa Minerals Development Company Ltd.,ORISSAMINE,Mining/minerals,NSE,India
The Peria Karamalai Tea & Produce Company Ltd.,PKTEA,Tea & Coffee,NSE,India
The Ramco Cements Ltd.,RAMCOCEM,Cement,NSE,India
The United Nilgiri Tea Estates Company Ltd.,UNITEDTEA,Tea & Coffee,NSE,India
The Western India Plywood Ltd.,WIPL,Wood Products,NSE,India
Thejo Engineering Ltd.,THEJO,Construction & Engineering,NSE,India
Themis Medicare Ltd.,THEMISMED,Pharmaceuticals,NSE,India
Thermax Ltd.,THERMAX,Engineering - Heavy,NSE,India
Thirumalai Chemicals Ltd.,TIRUMALCHM,Commodity Chemicals,NSE,India
Thomas Cook (India) Ltd.,THOMASCOOK,Tour & Travel Services,NSE,India
Thomas Scott (India) Ltd.,THOMASCOTT,Apparels,NSE,India
Thyrocare Technologies Ltd.,THYROCARE,Hospitals & Diagnostic Centres,NSE,India
Tide Water Oil Company India Ltd.,TIDEWATER,Lubricants,NSE,India
Tijaria Polypipes Ltd.,TIJARIA,Tubes & Pipes,NSE,India
Tilaknagar Industries Ltd.,TI,Breweries & Distilleries,NSE,India
Time Technoplast Ltd.,TIMETECHNO,Plastic Products,NSE,India
Times Guaranty Ltd.,TIMESGTY,Investment Banking & Brokerage Services,NSE,India
Timken India Ltd.,TIMKEN,"Industrial Machinery, Equipment & Goods",NSE,India
Tinplate Company of India Ltd.,TINPLATE,Packaging,NSE,India
Tips Films Ltd.,TIPSFILMS,Entertainment Production,NSE,India
Tips Industries Ltd.,TIPSINDLTD,Broadcasting & Entertainment,NSE,India
Tirupati Forge Ltd.,TIRUPATIFL,"Industrial Machinery, Equipment & Goods",NSE,India
Titagarh Rail Systems Ltd.,TITAGARH,Engineering - Heavy,NSE,India
Titan Company Ltd.,TITAN,"Jewellery, Watches & Other Accessories",NSE,India
Tokyo Plast International Ltd.,TOKYOPLAST,Housewares,NSE,India
Torrent Pharmaceuticals Ltd.,TORNTPHARM,Pharmaceuticals,NSE,India
Torrent Power Ltd.,TORNTPOWER,Power - Generation/distribution,NSE,India
Total Transport Systems Ltd.,TOTAL,Logistics,NSE,India
Touchwood Entertainment Ltd.,TOUCHWOOD,Advertising,NSE,India
Tourism Finance Corporation of India Ltd.,TFCILTD,Finance & Investments,NSE,India
Tracxn Technologies Ltd.,TRACXN,It Services & Consulting,NSE,India
Transformers & Rectifiers (India) Ltd.,TRIL,Heavy Electrical Equipment,NSE,India
